Roll_No,Name,Gender,Semester,Branch,Attandance,Maths,DS,OS,DBMS,AI,Study_houre,Final_Percentage,Performance_Label,Father_Name,Mother_Name,Blood_Group,Date_of_Birth,Age,City,Address,Pincode,State,Country,Participant,Mobile_Number,Email_ID,Game
RGPV0738,Lavanya Vyas,Female,6th,AIML,97,48,42,100,78,61,5,65.8,Average,Taimur Kaur,Farhan Dash,A-,09-09-2006,19,Muzaffarpur,"House No. 638, Aghoria Bazar, Muzaffarpur",120886,Bihar,India,Yes,6334866902,navyadora@virk.com,
RGPV0739,Aarush Bora,Female,6th,DS,72,71,68,93,70,70,6,74.4,Average,Trisha Kara,Siya Setty,O+,20-04-2002,20,Mysuru,"House No. 710, Nazarbad, Mysuru",276551,Karnataka,India,Yes,3888049977,umangranganathan@bains.com,
RGPV0740,Raunak Suresh,Male,6th,AIML,69,92,88,88,98,69,7,87,Excellent,Dhanuk Krishnan,Divyansh Kothari,B+,06-09-2000,20,Jabalpur,"House No. 63, Napier Town, Jabalpur",460749,Madhya Pradesh,India,Yes,9087153179,ojas57@gmail.com,Cricket
RGPV0741,Yashvi Bora,Male,6th,CSE,72,61,54,40,47,48,3,50,Poor,Inaaya  Swaminathan,Indrajit Loke,B+,24-03-2000,21,Ludhiana,"House No. 408, Dugri, Ludhiana",328557,Punjab,India,No,8850392188,shray92@kamdar.info,Football
RGPV0742,Jayant Singh,Female,6th,AIML,68,84,85,90,86,77,7,84.4,Excellent,Lavanya Sheth,Kavya D’Alia,B-,25-01-2004,19,Bhopal,"House No. 15, MP Nagar, Bhopal",860690,Madhya Pradesh,India,No,4348049652,damini16@hotmail.com,Badminton
RGPV0743,Indrans Ghose,Male,6th,AIDS,68,69,50,83,46,50,4,59.6,Poor,Mishti Bhatia,Anahita Bandi,A+,23-08-2001,20,Gaya,"House No. 853, AP Colony, Gaya",627969,Bihar,India,No,2517496264,jdhaliwal@hotmail.com,Badminton
RGPV0744,Anahi Dara,Female,6th,AIML,81,77,85,65,88,45,6,72,Average,Advik Konda,Fateh Gandhi,A+,04-06-2006,19,Coimbatore,"House No. 492, Saibaba Colony, Coimbatore",824463,Tamil Nadu,India,No,2462872167,kumarsana@hotmail.com,
RGPV0745,Pranay Sha,Female,6th,AIDS,72,83,96,60,65,76,6,76,Excellent,Tarini Krishnamurthy,Riya Sant,AB+,19-06-2001,19,Pune,"House No. 455, Kothrud, Pune",122465,Maharashtra,India,Yes,5050696885,tiwariishita@mani-thakkar.com,Chess
RGPV0746,Jayesh Vyas,Male,6th,AIDS,72,75,49,69,89,61,5,68.6,Average,Armaan Kurian,Vaibhav Sundaram,B+,17-10-2003,21,Muzaffarpur,"House No. 75, Brahmpura, Muzaffarpur",935355,Bihar,India,Yes,1162803163,shanazad@hotmail.com,Cricket
RGPV0747,Divij Yohannan,Female,6th,DS,88,71,97,90,81,97,7,87.2,Excellent,Indranil Chandra,Shray Dass,B-,19-02-2008,20,Ahmedabad,"House No. 237, Satellite, Ahmedabad",349779,Gujarat,India,Yes,8006114434,kanavmahajan@yogi.com,Badminton
RGPV0748,Nitya Bawa,Female,6th,DS,80,99,92,44,50,54,5,67.8,Average,Zoya Bobal,Shanaya Divan,A+,05-07-2006,19,Udaipur,"House No. 91, Shobhagpura, Udaipur",187753,Rajasthan,India,Yes,7443426345,magarranbir@hotmail.com,Football
RGPV0749,Ivana Kapur,Male,6th,AIML,88,64,54,90,41,90,5,67.8,Average,Dhruv Doctor,Devansh Biswas,B-,30-01-2006,20,Jalandhar,"House No. 48, Lajpat Nagar, Jalandhar",725682,Punjab,India,No,8119594768,kartik09@sastry.net,Badminton
RGPV0750,Eshani Vyas,Female,6th,CSE,94,92,92,46,68,58,6,71.2,Average,Madhav Thakur,Anya Shukla,O-,02-09-2005,19,Muzaffarpur,"House No. 403, Brahmpura, Muzaffarpur",400569,Bihar,India,Yes,7303792327,parinaaz08@kala.com,Cricket
RGPV0751,Siya Dave,Female,6th,AIML,77,75,91,79,89,96,7,86,Excellent,Eva Chauhan,Eva Mangal,A+,31-01-2002,21,Madurai,"House No. 638, Goripalayam, Madurai",839292,Tamil Nadu,India,Yes,4592935781,piya76@hotmail.com,Cricket
RGPV0752,Divij Grover,Male,6th,CSIT,71,69,80,93,98,97,7,87.4,Excellent,Anvi Rajagopal,Nehmat Ahluwalia,O+,08-09-2000,19,Patna,"House No. 543, Kankarbagh, Patna",412477,Bihar,India,No,7066503095,ivana31@brahmbhatt.com,Badminton
RGPV0753,Arhaan Gole,Female,6th,CSE,76,40,60,83,62,94,5,67.8,Average,Zaina Wable,Kavya Tiwari,A+,26-10-2007,19,Siliguri,"House No. 738, Hakim Para, Siliguri",200098,West Bengal,India,Yes,9643228522,prishaviswanathan@lata.org,Kabaddi
RGPV0754,Charvi Rege,Male,6th,AIDS,60,44,91,48,99,81,6,72.6,Average,Purab Shetty,Devansh Dalal,O+,05-02-2006,21,Kanpur,"House No. 68, Swaroop Nagar, Kanpur",305937,Uttar Pradesh,India,Yes,5539213619,madankiara@hotmail.com,Cricket
RGPV0755,Alisha Solanki,Female,6th,DS,85,76,57,58,86,81,6,71.6,Average,Alisha Gera,Sumer Banik,B+,16-09-2003,20,Jalandhar,"House No. 665, Model Town, Jalandhar",590312,Punjab,India,No,88244128,chauhandhanush@yohannan-kumer.com,
RGPV0756,Aradhya Banerjee,Male,6th,CSIT,66,40,93,73,99,76,6,76.2,Excellent,Vihaan Mallick,Advik Jain,AB+,10-04-2005,19,Gaya,"House No. 459, AP Colony, Gaya",581282,Bihar,India,Yes,7948314582,ramakrishnannirvi@gmail.com,Cricket
RGPV0757,Sara Ramachandran,Male,6th,AIDS,93,42,91,98,55,67,6,70.6,Average,Bhavin Ramachandran,Azad Yohannan,O+,10-07-2004,21,Kolkata,"House No. 216, Garia, Kolkata",167203,West Bengal,India,No,1206059755,rahuja@hotmail.com,Badminton
RGPV0758,Madhav Shetty,Female,6th,DS,73,100,64,58,84,56,6,72.4,Average,Tanya Ramaswamy,Riya Raj,B+,02-06-2004,21,Pune,"House No. 963, Viman Nagar, Pune",998824,Maharashtra,India,Yes,5165463116,sana92@gmail.com,Kabaddi
RGPV0759,Veer Raju,Female,6th,CSIT,63,55,97,99,93,94,7,87.6,Excellent,Riaan Saran,Vanya Brahmbhatt,O-,05-05-2003,20,Jodhpur,"House No. 302, Sardarpura, Jodhpur",385130,Rajasthan,India,No,7518835810,bumbshray@hotmail.com,
RGPV0760,Aarav Sangha,Female,6th,CSIT,81,88,90,54,97,54,6,76.6,Excellent,Indrajit Sachdeva,Parinaaz Varkey,A-,01-01-2008,19,Ahmedabad,"House No. 44, Maninagar, Ahmedabad",189633,Gujarat,India,Yes,8314246692,armaantella@som.com,Badminton
RGPV0761,Shlok Khanna,Female,6th,CSIT,92,93,52,70,63,98,6,75.2,Excellent,Jayesh Raman,Umang Dugar,B+,06-04-2004,20,Udaipur,"House No. 532, Shobhagpura, Udaipur",72586,Rajasthan,India,No,2695878640,anahi13@som-dhawan.com,
RGPV0762,Rohan Basak,Male,6th,CSE,75,48,83,88,84,92,6,79,Excellent,Tanya Varty,Purab Doshi,B-,24-10-2003,20,Mumbai,"House No. 725, Andheri, Mumbai",329481,Maharashtra,India,No,6352297342,senguptasana@hotmail.com,Football
RGPV0763,Rasha Singh,Male,6th,CSE,77,72,50,61,66,73,5,64.4,Average,Kabir Hayer,Drishya Sankaran,A-,30-10-2003,19,Coimbatore,"House No. 639, RS Puram, Coimbatore",713627,Tamil Nadu,India,Yes,819238919,hdin@yahoo.com,Cricket
RGPV0764,Emir Karpe,Male,6th,CSE,63,57,79,69,86,57,5,69.6,Average,Devansh Sarkar,Indrajit Khatri,O+,07-01-2001,21,Bengaluru,"House No. 700, Indiranagar, Bengaluru",752850,Karnataka,India,No,4754337777,kohlishlok@yahoo.com,Badminton
RGPV0765,Misha Rattan,Male,6th,AIDS,67,99,81,88,59,82,7,81.8,Excellent,Fateh Konda,Chirag Karan,A+,05-05-2005,19,Jabalpur,"House No. 378, Napier Town, Jabalpur",868239,Madhya Pradesh,India,Yes,6376310520,rattinehmat@hotmail.com,Badminton
RGPV0766,Dharmajan Ramaswamy,Female,6th,AIDS,71,92,64,62,73,78,6,73.8,Average,Farhan Bath,Pari Rattan,B-,04-02-2001,21,Jalandhar,"House No. 680, Urban Estate, Jalandhar",664170,Punjab,India,Yes,5882080368,parimadan@gmail.com,Football
RGPV0767,Ojas Sachar,Male,6th,CSIT,77,93,82,59,42,96,6,74.4,Average,Seher Ratti,Anvi Bhatia,B+,14-08-2003,21,Nagpur,"House No. 171, Dharampeth, Nagpur",266065,Maharashtra,India,No,4795263564,sverma@gmail.com,Badminton
RGPV0768,Drishya Golla,Male,6th,CSE,80,49,75,87,94,88,6,78.6,Excellent,Ritvik Goda,Hazel Shere,O+,31-03-2005,20,Ludhiana,"House No. 292, Sarabha Nagar, Ludhiana",52418,Punjab,India,No,3625952021,vermamadhup@gmail.com,Cricket
RGPV0769,Mohanlal Dhar,Male,6th,DS,88,49,42,63,65,60,4,55.8,Poor,Pihu Gandhi,Aniruddh Chanda,AB-,28-04-2006,19,Ludhiana,"House No. 371, Dugri, Ludhiana",947195,Punjab,India,Yes,9870647723,xchhabra@yahoo.com,Football
RGPV0770,Shlok Agrawal,Female,6th,AIDS,77,57,76,99,72,98,7,80.4,Excellent,Nirvaan Gulati,Jayan Aggarwal,A+,05-02-2008,20,Mangalore,"House No. 414, Bejai, Mangalore",89609,Karnataka,India,No,4900747211,jboase@gmail.com,Cricket
RGPV0771,Shray Hayre,Female,6th,AIML,78,75,84,49,81,69,6,71.6,Average,Vardaniya Chada,Tanya Barad,O-,17-08-2005,20,Muzaffarpur,"House No. 610, Mithanpura, Muzaffarpur",525918,Bihar,India,Yes,9715594195,nirvaan79@yahoo.com,Badminton
RGPV0772,Vidur Lall,Female,6th,CSE,63,95,89,61,85,46,6,75.2,Excellent,Uthkarsh Saxena,Romil Lala,O-,02-09-2002,19,Bengaluru,"House No. 540, Indiranagar, Bengaluru",395370,Karnataka,India,No,3432039627,gsoman@soman.com,Cricket
RGPV0773,Amira Vyas,Male,6th,DS,66,100,66,88,100,72,7,85.2,Excellent,Pari Sha,Kimaya Tripathi,AB+,24-11-2001,20,Bhopal,"House No. 764, Kolar Road, Bhopal",941861,Madhya Pradesh,India,Yes,4584542733,xchakrabarti@bhatia-mangat.biz,Football
RGPV0774,Taimur Rout,Male,6th,AIDS,74,79,53,52,96,68,5,69.6,Average,Piya Seth,Damini Barman,A+,16-12-2004,19,Jaipur,"House No. 80, Malviya Nagar, Jaipur",231860,Rajasthan,India,Yes,5714690305,arhaanhayre@sodhi-dey.com,Badminton
RGPV0775,Nirvi Ramaswamy,Female,6th,CSE,78,85,68,45,62,44,5,60.8,Average,Dishani Kanda,Ritvik Garde,AB-,14-12-2003,19,Mumbai,"House No. 572, Bandra, Mumbai",209385,Maharashtra,India,Yes,9995394987,dhillonbaiju@sachdev-gola.com,
RGPV0776,Vanya Ratta,Female,6th,CSE,91,85,59,91,76,59,6,74,Average,Dishani Virk,Hazel Apte,A-,11-06-2001,21,Bengaluru,"House No. 753, Jayanagar, Bengaluru",774280,Karnataka,India,No,4565606944,shankarurvi@gmail.com,Badminton
RGPV0777,Alisha Yadav,Male,6th,AIML,99,85,48,75,51,85,5,68.8,Average,Ivan Cherian,Inaaya  Reddy,A+,02-12-2001,19,Siliguri,"House No. 946, Hakim Para, Siliguri",495808,West Bengal,India,No,6559038102,sarakhatri@hotmail.com,Chess
RGPV0778,Jiya Mand,Male,6th,DS,73,49,43,76,80,53,5,60.2,Average,Samiha Hari,Saira Sarna,B-,16-04-2006,19,Surat,"House No. 366, Vesu, Surat",234288,Gujarat,India,No,1777944636,adass@gmail.com,Badminton
RGPV0779,Ivana Dada,Male,6th,AIML,81,47,59,65,64,85,5,64,Average,Mamooty Saha,Prerak Sandal,B-,13-04-2007,20,Surat,"House No. 996, Vesu, Surat",488182,Gujarat,India,Yes,6064889300,yben@bahri.net,Football
RGPV0780,Shray Khare,Female,6th,CSIT,74,73,68,93,81,86,7,80.2,Excellent,Badal Agate,Stuvan Yogi,A-,07-01-2001,19,Mumbai,"House No. 241, Dadar, Mumbai",536861,Maharashtra,India,Yes,7934604650,qkumar@sehgal.com,Kabaddi
RGPV0781,Raunak Anne,Female,6th,DS,64,90,49,62,53,60,5,62.8,Average,Yuvraj  Ranganathan,Lakshay Iyer,A-,09-12-2004,20,Mumbai,"House No. 996, Andheri, Mumbai",808778,Maharashtra,India,Yes,7939037858,yakshit48@gmail.com,Cricket
RGPV0782,Indrajit Contractor,Female,6th,CSIT,61,84,94,53,89,83,7,80.6,Excellent,Yasmin Sastry,Ryan Dada,A-,30-08-2005,19,Bhopal,"House No. 475, Arera Colony, Bhopal",249337,Madhya Pradesh,India,No,108629069,sarinhansh@varkey.com,Chess
RGPV0783,Uthkarsh Wason,Male,6th,AIML,78,96,45,52,49,88,5,66,Average,Yakshit Gokhale,Yuvaan Butala,B-,06-04-2005,21,Vadodara,"House No. 598, Alkapuri, Vadodara",590540,Gujarat,India,Yes,2985658422,prisha58@hayer-khosla.com,
RGPV0784,Zoya Wali,Female,6th,AIML,75,75,56,42,78,86,5,67.4,Average,Emir Subramanian,Vanya Dalal,AB-,11-06-2005,19,Durgapur,"House No. 277, Bidhannagar, Durgapur",914714,West Bengal,India,No,4548742114,damini82@agate-mannan.com,Cricket
RGPV0785,Miraan Dar,Male,6th,DS,93,58,79,40,86,100,6,72.6,Average,Manjari Kumer,Mamooty Vala,A+,30-04-2000,20,Jabalpur,"House No. 426, Wright Town, Jabalpur",29579,Madhya Pradesh,India,Yes,6688772512,yuvaanbhardwaj@gmail.com,Football
RGPV0786,Ishita Saha,Male,6th,AIDS,79,81,64,67,77,70,6,71.8,Average,Reyansh Bajaj,Ehsaan Randhawa,A+,01-12-2006,19,Madurai,"House No. 119, Goripalayam, Madurai",582720,Tamil Nadu,India,No,2876964502,yasmin53@yahoo.com,Football
RGPV0787,Biju Dhar,Female,6th,DS,66,98,41,90,88,93,7,82,Excellent,Umang Rajagopal,Emir Kar,AB-,18-06-2006,21,Kanpur,"House No. 84, Kakadeo, Kanpur",392251,Uttar Pradesh,India,Yes,5935663980,doctoraarav@mani.com,Chess
RGPV0788,Rohan Shankar,Female,6th,DS,96,43,75,74,44,64,4,60,Average,Piya Rajan,Anaya D’Alia,A+,05-06-2007,19,Lucknow,"House No. 311, Aliganj, Lucknow",177141,Uttar Pradesh,India,Yes,6100421612,dsethi@gmail.com,Kabaddi
RGPV0789,Lavanya Chaudry,Female,6th,CSE,72,58,92,86,55,41,5,66.4,Average,Chirag Dugar,Miraya Maharaj,B+,24-05-2002,19,Gaya,"House No. 979, AP Colony, Gaya",629581,Bihar,India,No,4519152563,prerakkant@chakraborty.net,Kabaddi
RGPV0790,Eshani Tailor,Female,6th,DS,93,66,84,43,69,62,5,64.8,Average,Baiju Shenoy,Vanya Ahluwalia,B+,20-01-2007,21,Jaipur,"House No. 832, Mansarovar, Jaipur",701679,Rajasthan,India,Yes,5985593967,kiaanshah@krishna.net,
RGPV0791,Parinaaz Gade,Female,6th,AIML,83,70,78,64,80,44,5,67.2,Average,Mannat Venkataraman,Anika Sidhu,O+,24-09-2000,19,Amritsar,"House No. 989, Lawrence Road, Amritsar",272339,Punjab,India,Yes,1987776266,ryanthakur@batta-tiwari.com,Cricket
RGPV0792,Sumer Sant,Male,6th,AIML,62,94,72,82,61,53,6,72.4,Average,Miraan Badami,Mahika Gara,O-,07-06-2005,20,Muzaffarpur,"House No. 907, Aghoria Bazar, Muzaffarpur",309359,Bihar,India,Yes,1277008943,kakarvihaan@raju.biz,Badminton
RGPV0793,Veer Bhasin,Male,6th,CSE,82,40,44,100,44,69,4,59.4,Poor,Indrajit Rao,Ranbir Johal,A+,11-04-2007,20,Coimbatore,"House No. 842, Saibaba Colony, Coimbatore",66609,Tamil Nadu,India,Yes,4699793939,daminimajumdar@gmail.com,Cricket
RGPV0794,Mamooty Chandran,Female,6th,AIDS,97,82,51,58,56,90,5,67.4,Average,Aniruddh Varughese,Ishita Khatri,B+,23-04-2002,19,Gaya,"House No. 266, Delha, Gaya",355696,Bihar,India,No,6988139986,savanthansh@warrior.com,Badminton
RGPV0795,Misha Kapadia,Male,6th,AIML,72,78,57,48,77,95,6,71,Average,Yuvraj  Shukla,Dharmajan Varughese,O-,05-06-2002,19,Bengaluru,"House No. 463, Whitefield, Bengaluru",294390,Karnataka,India,Yes,3765306371,neelofar41@chauhan.com,Kabaddi
RGPV0796,Riaan Barad,Female,6th,AIML,69,64,80,49,50,98,5,68.2,Average,Nehmat Handa,Nitara Guha,A-,18-07-2002,19,Mangalore,"House No. 586, Bejai, Mangalore",594859,Karnataka,India,No,1433457424,thakkarsara@yahoo.com,
RGPV0797,Hansh Baria,Male,6th,AIML,93,93,86,50,91,49,6,73.8,Average,Nirvaan D’Alia,Samiha Dar,B-,17-01-2002,20,Coimbatore,"House No. 798, RS Puram, Coimbatore",739990,Tamil Nadu,India,No,8989371331,shayakbhat@yahoo.com,Chess
RGPV0798,Hridaan Rau,Male,6th,AIDS,62,69,85,93,87,98,7,86.4,Excellent,Romil Tank,Yuvraj  Sachdev,O+,30-10-2002,19,Mumbai,"House No. 785, Bandra, Mumbai",91571,Maharashtra,India,No,2146427432,vsekhon@hotmail.com,Cricket
RGPV0799,Kimaya Sane,Male,6th,AIML,93,40,88,91,74,70,6,72.6,Average,Kiaan Jha,Advik Goswami,AB+,07-11-2004,20,Jodhpur,"House No. 994, Ratanada, Jodhpur",797381,Rajasthan,India,No,4782242752,rati17@hotmail.com,Badminton
RGPV0800,Lagan D’Alia,Female,6th,DS,74,95,83,79,93,98,7,89.6,Excellent,Khushi Jayaraman,Aarna Sekhon,A-,29-11-2006,19,Muzaffarpur,"House No. 707, Brahmpura, Muzaffarpur",256102,Bihar,India,Yes,7302084966,ramaprerak@hotmail.com,Chess
RGPV0801,Oorja Chawla,Female,6th,CSIT,94,81,82,100,59,76,6,79.6,Excellent,Zara Sha,Amira Talwar,AB-,06-03-2000,20,Chennai,"House No. 928, Velachery, Chennai",37898,Tamil Nadu,India,No,28755564,dasaniruddh@yahoo.com,
RGPV0802,Navya Dhar,Female,6th,CSE,87,80,42,98,79,76,6,75,Excellent,Himmat Sridhar,Veer Apte,A+,15-10-2000,20,Chennai,"House No. 892, T Nagar, Chennai",388519,Tamil Nadu,India,No,4535734445,banerjeesumer@yahoo.com,Football
RGPV0803,Piya Sani,Male,6th,AIML,76,77,78,42,57,55,5,61.8,Average,Rasha Kumar,Alia Bhagat,B-,22-03-2007,20,Jaipur,"House No. 503, Malviya Nagar, Jaipur",527553,Rajasthan,India,Yes,2765161529,seher79@gmail.com,Kabaddi
RGPV0804,Ojas Hegde,Male,6th,DS,62,58,94,62,84,94,6,78.4,Excellent,Raunak Sane,Navya Dube,A-,10-11-2002,19,Muzaffarpur,"House No. 274, Mithanpura, Muzaffarpur",503583,Bihar,India,Yes,8159969749,ranbirsaran@hotmail.com,Chess
RGPV0805,Aradhya Sharaf,Male,6th,CSIT,89,44,51,80,69,61,5,61,Average,Miraan Sinha,Ranbir Sandhu,A+,10-01-2004,20,Mumbai,"House No. 401, Dadar, Mumbai",40220,Maharashtra,India,No,1869710954,karankaira@shere-sheth.com,Football
RGPV0806,Ryan Sampath,Female,6th,CSE,61,92,75,97,58,46,6,73.6,Average,Shayak Issac,Divij Sehgal,O-,06-06-2000,20,Udaipur,"House No. 817, Hiran Magri, Udaipur",996761,Rajasthan,India,No,232228105,siya72@lal.com,Chess
RGPV0807,Jiya Tripathi,Female,6th,CSIT,66,65,100,85,55,75,6,76,Excellent,Nehmat Das,Anaya Sharaf,A+,10-07-2004,19,Bengaluru,"House No. 703, Jayanagar, Bengaluru",401360,Karnataka,India,Yes,3109020233,zain88@hotmail.com,Cricket
RGPV0808,Shray Grewal,Male,6th,DS,90,60,54,85,72,41,5,62.4,Average,Onkar Lal,Tejas Mahal,B+,29-12-2003,20,Mysuru,"House No. 245, Gokulam, Mysuru",723952,Karnataka,India,No,6791680567,ishaan01@bora.com,
RGPV0809,Jayesh Savant,Male,6th,CSE,98,93,70,45,85,86,6,75.8,Excellent,Nakul Bhatti,Darshit Arya,O+,17-01-2001,19,Siliguri,"House No. 432, Sevoke Road, Siliguri",284110,West Bengal,India,No,9259194249,sumerdada@gmail.com,Football
RGPV0810,Elakshi Saran,Male,6th,DS,69,89,97,45,43,91,6,73,Average,Faiyaz Buch,Advik Bakshi,A-,02-01-2006,19,Mysuru,"House No. 538, Nazarbad, Mysuru",329337,Karnataka,India,No,6079394569,jhanvisampath@devi.net,Football
RGPV0811,Mehul Acharya,Female,6th,CSE,81,75,51,94,46,52,5,63.6,Average,Vivaan Handa,Tiya Bhatia,AB-,03-11-2005,19,Surat,"House No. 19, Katargam, Surat",687714,Gujarat,India,Yes,5256377662,yashvi58@chauhan.com,Chess
RGPV0812,Vivaan Sodhi,Female,6th,DS,81,67,55,40,82,73,5,63.4,Average,Kanav Shanker,Farhan Sethi,A+,03-12-2005,19,Ahmedabad,"House No. 862, Satellite, Ahmedabad",433746,Gujarat,India,No,2942865338,ranbirchatterjee@bahri.com,Football
RGPV0813,Tarini Saraf,Male,6th,CSIT,77,95,92,46,86,65,6,76.8,Excellent,Nirvi Sahota,Shayak Sachdeva,AB-,17-05-2003,21,Vadodara,"House No. 264, Gotri, Vadodara",572476,Gujarat,India,Yes,9635808686,dayalanika@barman-sethi.com,Cricket
RGPV0814,Himmat Kaul,Female,6th,AIDS,74,72,82,44,76,94,6,73.6,Average,Dhruv Yogi,Diya Rattan,O+,20-09-2005,20,Surat,"House No. 105, Vesu, Surat",774414,Gujarat,India,No,4611611461,ira21@hans.com,Badminton
RGPV0815,Vanya Basak,Female,6th,AIDS,79,58,77,63,80,78,6,71.2,Average,Kabir Sodhi,Neysa Suri,O+,31-01-2004,20,Chennai,"House No. 699, Velachery, Chennai",472015,Tamil Nadu,India,Yes,1510278468,lavanyajha@cheema-kadakia.com,Football
RGPV0816,Chirag Kaur,Female,6th,DS,98,65,83,41,77,46,5,62.4,Average,Kismat Sandhu,Indrajit Baral,AB+,11-03-2007,19,Amritsar,"House No. 850, Lawrence Road, Amritsar",47249,Punjab,India,No,4571806233,banikzaina@gmail.com,Kabaddi
RGPV0817,Zain Rana,Female,6th,AIML,64,53,43,54,45,41,3,47.2,Poor,Siya Goswami,Gokul Bhattacharyya,B+,19-11-2007,21,Chennai,"House No. 87, Velachery, Chennai",577688,Tamil Nadu,India,Yes,9044742735,bhatiabhamini@hotmail.com,Badminton
RGPV0818,Ira Amble,Male,6th,AIDS,73,67,94,99,40,52,6,70.4,Average,Ryan Kalla,Elakshi Mander,B-,31-03-2005,20,Surat,"House No. 963, Adajan, Surat",874169,Gujarat,India,No,5437362548,ichand@rout.org,Kabaddi
RGPV0819,Rhea Ravi,Female,6th,CSIT,65,59,93,64,43,70,5,65.8,Average,Tushar Uppal,Ranbir Sampath,B-,12-06-2001,19,Mangalore,"House No. 497, Bejai, Mangalore",139509,Karnataka,India,Yes,8723243164,vedikahari@sunder-sarna.com,Football
RGPV0820,Vanya Talwar,Male,6th,CSIT,95,66,94,68,54,42,5,64.8,Average,Indrajit Mannan,Miraya Tandon,B-,21-01-2006,21,Pune,"House No. 372, Kothrud, Pune",435212,Maharashtra,India,No,9864830263,magrawal@brar-sha.net,Football
RGPV0821,Romil Kara,Female,6th,AIML,87,72,72,59,89,84,6,75.2,Excellent,Sahil Kade,Ojas Bora,AB-,02-01-2005,20,Nagpur,"House No. 925, Sadar, Nagpur",482925,Maharashtra,India,Yes,3092743398,borahuthkarsh@sodhi-gala.com,Football
RGPV0822,Saira Vala,Female,6th,AIML,78,61,78,71,46,70,5,65.2,Average,Samaira Bhatti,Amani Bora,B+,15-04-2002,20,Jabalpur,"House No. 285, Napier Town, Jabalpur",193589,Madhya Pradesh,India,Yes,3358906782,vohrajivika@sharma.com,Chess
RGPV0823,Abram Sastry,Female,6th,AIDS,69,54,43,76,96,97,6,73.2,Average,Zoya Johal,Zara Buch,AB+,04-07-2004,19,Bhopal,"House No. 979, Kolar Road, Bhopal",784594,Madhya Pradesh,India,Yes,5116489631,xsane@ramachandran-majumdar.com,Kabaddi
RGPV0824,Yasmin Saha,Female,6th,DS,78,48,92,73,56,89,6,71.6,Average,Akarsh Kapur,Aniruddh Kara,AB+,20-07-2002,21,Kanpur,"House No. 709, Swaroop Nagar, Kanpur",60548,Uttar Pradesh,India,No,430549152,balisamaira@rout-chopra.com,Chess
RGPV0825,Kartik Dixit,Female,6th,CSIT,96,62,51,87,87,41,5,65.6,Average,Seher Dhingra,Kismat Khosla,AB-,10-10-2002,20,Gaya,"House No. 520, Delha, Gaya",102993,Bihar,India,Yes,4431087582,rtaneja@yahoo.com,
RGPV0826,Aaryahi Toor,Male,6th,CSIT,92,52,71,78,71,76,5,69.6,Average,Zain Sahota,Aarav Sami,B+,01-06-2004,20,Jabalpur,"House No. 214, Napier Town, Jabalpur",165057,Madhya Pradesh,India,No,848843387,kanav43@wali-kari.net,Badminton
RGPV0827,Rohan Bhagat,Female,6th,CSE,69,55,44,76,44,55,4,54.8,Poor,Heer Solanki,Ranbir Dutt,O+,24-06-2000,19,Indore,"House No. 763, Vijay Nagar, Indore",197456,Madhya Pradesh,India,No,8359704557,groverdharmajan@yahoo.com,Chess
RGPV0828,Ryan Sachdeva,Male,6th,CSE,76,87,46,91,61,59,5,68.8,Average,Lakshit Contractor,Sahil Sabharwal,A+,30-11-2004,20,Mumbai,"House No. 903, Bandra, Mumbai",829908,Maharashtra,India,No,8841603,abramvala@tara.info,Badminton
RGPV0829,Oorja Anne,Male,6th,DS,73,78,42,55,65,90,5,66,Average,Lavanya Dada,Romil Rana,B+,17-09-2003,20,Madurai,"House No. 221, KK Nagar, Madurai",721287,Tamil Nadu,India,Yes,1777823712,ryan24@banik.net,Chess
RGPV0830,Alia Mangal,Female,6th,CSE,88,88,59,78,44,55,5,64.8,Average,Alisha Bajwa,Nayantara Mander,AB-,16-07-2004,21,Varanasi,"House No. 217, Lanka, Varanasi",874403,Uttar Pradesh,India,No,413096225,saksham62@krishnamurthy.info,Kabaddi
RGPV0831,Akarsh Khosla,Male,6th,DS,67,50,63,80,92,42,5,65.4,Average,Rohan Balay,Hazel Singhal,A-,15-05-2000,19,Mumbai,"House No. 866, Dadar, Mumbai",331665,Maharashtra,India,Yes,4623681262,nishith06@yahoo.com,
RGPV0832,Shayak Lal,Female,6th,DS,76,64,52,55,50,86,5,61.4,Average,Divij Sant,Prerak Kadakia,B-,08-09-2002,21,Mumbai,"House No. 374, Andheri, Mumbai",472646,Maharashtra,India,No,2598862992,ybal@varty.com,Football
RGPV0833,Parinaaz Choudhury,Male,6th,CSE,98,60,70,61,47,64,5,60.4,Average,Lakshay Agate,Samar Majumdar,A+,16-10-2002,19,Ahmedabad,"House No. 807, Navrangpura, Ahmedabad",957037,Gujarat,India,No,572318303,igara@bose.com,Kabaddi
RGPV0834,Heer Bawa,Male,6th,CSIT,86,73,43,93,71,43,5,64.6,Average,Akarsh Gour,Tiya Varma,A+,27-07-2000,19,Indore,"House No. 132, Vijay Nagar, Indore",365944,Madhya Pradesh,India,Yes,9681221180,ksarna@gandhi.info,Cricket
RGPV0835,Miraya Vyas,Female,6th,AIDS,90,61,76,85,82,69,6,74.6,Average,Jhanvi Iyer,Shayak Chanda,A-,31-03-2007,20,Mumbai,"House No. 702, Dadar, Mumbai",940650,Maharashtra,India,Yes,9899168632,chiragshah@gmail.com,
